G,Date,Age,Opp,W/L,At,Name,Tm,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc_y,BPM
16,2022-11-20,21-298,MIA,W (+26),,Isaac Okoro  ,CLE,0.0,29.133333333333333,4.0,8.0,2.0,5.0,3.0,5.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,2.0,13.0,26.0,0.637,0.625,0.0,14.0,8.3,8.8,0.0,0.0,8.9,16.9,131.0,99.0,9.0,0.7
17,2022-11-21,21-299,ATL,W (+12),,Isaac Okoro  ,CLE,0.0,15.1,1.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,8.0,0.515,0.333,0.0,7.2,4.4,0.0,0.0,6.0,20.5,15.7,83.0,108.0,0.7,-8.6
18,2022-11-23,21-301,POR,W (+18),,Isaac Okoro  ,CLE,0.0,20.716666666666665,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,16.0,1.042,1.0,7.2,11.9,9.8,6.0,2.7,4.9,0.0,3.3,222.0,106.0,6.0,9.3
19,2022-11-25,21-303,MIL,L (-15),@,Isaac Okoro  ,CLE,0.0,31.7,3.0,6.0,1.0,4.0,6.0,6.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,13.0,3.0,0.752,0.583,3.4,11.6,7.2,5.1,0.0,0.0,0.0,12.2,167.0,128.0,11.9,2.7
20,2022-11-27,21-305,DET,W (+8),@,Isaac Okoro  ,CLE,0.0,29.966666666666665,2.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,7.0,0.0,1.0,0.0,0.0,3.0,7.0,14.0,1.215,1.25,4.1,25.3,14.6,0.0,1.7,0.0,0.0,4.4,246.0,98.0,8.7,6.4
1,2022-10-19,23-174,POR,L (-7),,KZ Okpala  ,SAC,1.0,15.95,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,-4.0,0.0,0.0,0.0,12.5,7.1,7.7,0.0,0.0,0.0,2.8,58.0,119.0,-0.6,-9.5
2,2022-10-22,23-177,LAC,L (-2),,KZ Okpala  ,SAC,1.0,18.333333333333332,1.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.5,0.5,6.0,15.0,9.9,7.0,0.0,0.0,0.0,7.2,127.0,119.0,2.9,-3.3
3,2022-10-23,23-178,GSW,L (-5),@,KZ Okpala  ,SAC,1.0,3.566666666666667,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,30.6,0.0,15.3,0.0,0.0,0.0,0.0,10.6,67.0,127.0,0.0,-13.7
4,2022-10-27,23-182,MEM,L (-15),,KZ Okpala  ,SAC,0.0,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,-8.5
5,2022-10-29,23-184,MIA,W (+6),,KZ Okpala  ,SAC,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,-2.9
6,2022-10-31,23-186,CHO,W (+7),@,KZ Okpala  ,SAC,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,-6.6
7,2022-11-15,23-201,BRK,W (+32),,KZ Okpala  ,SAC,0.0,12.433333333333334,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,-3.0,1.087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,236.0,118.0,4.9,-0.7
8,2022-11-17,23-203,SAS,W (+18),,KZ Okpala  ,SAC,0.0,1.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,225.0,119.0,0.7,18.4
9,2022-11-23,23-209,ATL,L (-9),@,KZ Okpala  ,SAC,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,-6.1
10,2022-11-25,23-211,BOS,L (-18),@,KZ Okpala  ,SAC,0.0,20.716666666666665,3.0,5.0,1.0,2.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,4.0,7.0,1.0,0.7,0.7,5.1,18.3,11.2,8.0,2.3,5.0,0.0,9.9,150.0,115.0,7.1,5.5
1,2022-10-19,23-174,POR,L (-7),,KZ Okpala  ,SAC,1.0,15.95,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,-4.0,0.0,0.0,0.0,12.5,7.1,7.7,0.0,0.0,0.0,2.8,58.0,119.0,-0.6,-9.5
2,2022-10-22,23-177,LAC,L (-2),,KZ Okpala  ,SAC,1.0,18.333333333333332,1.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.5,0.5,6.0,15.0,9.9,7.0,0.0,0.0,0.0,7.2,127.0,119.0,2.9,-3.3
3,2022-10-23,23-178,GSW,L (-5),@,KZ Okpala  ,SAC,1.0,3.566666666666667,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,30.6,0.0,15.3,0.0,0.0,0.0,0.0,10.6,67.0,127.0,0.0,-13.7
4,2022-10-27,23-182,MEM,L (-15),,KZ Okpala  ,SAC,0.0,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,-8.5
5,2022-10-29,23-184,MIA,W (+6),,KZ Okpala  ,SAC,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,-2.9
6,2022-10-31,23-186,CHO,W (+7),@,KZ Okpala  ,SAC,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,-6.6
7,2022-11-15,23-201,BRK,W (+32),,KZ Okpala  ,SAC,0.0,12.433333333333334,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,-3.0,1.087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,236.0,118.0,4.9,-0.7
8,2022-11-17,23-203,SAS,W (+18),,KZ Okpala  ,SAC,0.0,1.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,225.0,119.0,0.7,18.4
9,2022-11-23,23-209,ATL,L (-9),@,KZ Okpala  ,SAC,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,-6.1
10,2022-11-25,23-211,BOS,L (-18),@,KZ Okpala  ,SAC,0.0,20.716666666666665,3.0,5.0,1.0,2.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,4.0,7.0,1.0,0.7,0.7,5.1,18.3,11.2,8.0,2.3,5.0,0.0,9.9,150.0,115.0,7.1,5.5
1,2022-10-19,31-183,DEN,W (+21),,Kelly Olynyk  ,UTA,1.0,14.933333333333334,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,8.0,-8.0,0.8,0.8,0.0,0.0,0.0,9.9,0.0,0.0,37.5,22.2,90.0,109.0,1.4,-7.9
2,2022-10-21,31-185,MIN,W (+6),@,Kelly Olynyk  ,UTA,1.0,34.583333333333336,8.0,14.0,5.0,6.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,1.0,4.0,6.0,21.0,7.0,0.75,0.75,2.6,5.5,4.0,12.5,5.5,2.1,22.2,20.7,110.0,108.0,16.1,4.7
3,2022-10-23,31-187,NOP,W (+1),@,Kelly Olynyk  ,UTA,1.0,37.28333333333333,7.0,12.0,2.0,3.0,4.0,5.0,1.0,2.0,3.0,5.0,1.0,0.0,1.0,4.0,20.0,-8.0,0.704,0.667,3.1,6.6,4.8,21.5,1.3,0.0,6.6,17.1,147.0,118.0,17.2,4.9
4,2022-10-24,31-188,HOU,L (-6),@,Kelly Olynyk  ,UTA,1.0,26.733333333333334,4.0,5.0,2.0,2.0,3.0,4.0,3.0,6.0,9.0,4.0,0.0,0.0,5.0,2.0,13.0,8.0,0.962,1.0,11.2,22.4,16.8,19.5,0.0,0.0,42.5,17.6,116.0,117.0,11.6,2.1
5,2022-10-26,31-190,HOU,W (+8),,Kelly Olynyk  ,UTA,1.0,29.233333333333334,1.0,8.0,0.0,2.0,2.0,6.0,3.0,5.0,8.0,6.0,1.0,0.0,4.0,6.0,4.0,8.0,0.188,0.125,10.7,14.7,12.9,27.1,1.6,0.0,27.3,20.3,62.0,98.0,-0.4,-13.0
6,2022-10-28,31-192,DEN,L (-16),@,Kelly Olynyk  ,UTA,1.0,20.466666666666665,3.0,6.0,1.0,3.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,7.0,-5.0,0.583,0.583,4.8,10.0,7.3,22.7,2.5,4.9,14.3,15.2,113.0,121.0,6.5,0.8
7,2022-10-29,31-193,MEM,W (+1),,Kelly Olynyk  ,UTA,1.0,34.233333333333334,8.0,10.0,4.0,6.0,3.0,3.0,0.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,23.0,6.0,1.016,1.0,0.0,12.4,5.7,16.6,2.7,6.9,26.1,18.7,141.0,115.0,21.4,10.1
8,2022-10-31,31-195,MEM,W (+16),,Kelly Olynyk  ,UTA,1.0,21.216666666666665,2.0,7.0,0.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,6.0,7.0,5.0,0.4,0.286,5.0,8.2,6.8,6.0,8.8,3.4,18.6,21.4,80.0,87.0,4.8,-4.3
9,2022-11-02,31-197,DAL,L (-3),@,Kelly Olynyk  ,UTA,1.0,22.733333333333334,3.0,5.0,0.0,1.0,0.0,0.0,2.0,3.0,5.0,4.0,1.0,0.0,1.0,5.0,6.0,3.0,0.6,0.6,10.1,18.1,13.7,25.9,2.3,0.0,16.7,11.9,129.0,109.0,6.8,1.5
10,2022-11-04,31-199,LAL,W (+14),@,Kelly Olynyk  ,UTA,1.0,30.233333333333334,7.0,10.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,4.0,18.0,17.0,0.827,0.85,6.9,7.6,7.2,11.6,1.6,0.0,0.0,15.0,177.0,123.0,16.9,7.3
11,2022-11-06,31-201,LAC,W (+8),@,Kelly Olynyk  ,UTA,1.0,29.45,2.0,4.0,1.0,2.0,4.0,4.0,0.0,4.0,4.0,4.0,1.0,0.0,3.0,5.0,9.0,10.0,0.781,0.625,0.0,16.7,8.8,20.5,1.7,0.0,34.2,13.4,119.0,103.0,7.0,0.4
12,2022-11-07,31-202,LAL,W (+23),,Kelly Olynyk  ,UTA,1.0,22.766666666666666,3.0,4.0,0.0,0.0,4.0,4.0,0.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,10.0,8.0,0.868,0.75,0.0,16.6,8.5,9.0,4.1,3.6,41.0,17.3,106.0,107.0,8.6,-0.5
13,2022-11-09,31-204,ATL,W (+6),@,Kelly Olynyk  ,UTA,1.0,20.583333333333332,6.0,10.0,1.0,3.0,1.0,2.0,3.0,3.0,6.0,2.0,0.0,0.0,2.0,3.0,14.0,-11.0,0.643,0.65,14.0,13.7,13.9,15.5,0.0,0.0,15.5,25.5,120.0,119.0,10.2,0.1
14,2022-11-12,31-207,WAS,L (-9),@,Kelly Olynyk  ,UTA,1.0,28.25,4.0,10.0,2.0,5.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,2.0,4.0,10.0,-20.0,0.5,0.5,0.0,20.7,9.7,18.3,0.0,0.0,16.7,18.4,91.0,124.0,5.3,-6.7
15,2022-11-13,31-208,PHI,L (-7),@,Kelly Olynyk  ,UTA,1.0,29.333333333333332,4.0,9.0,0.0,4.0,6.0,6.0,1.0,5.0,6.0,1.0,1.0,0.0,2.0,5.0,14.0,-16.0,0.601,0.444,3.3,20.5,11.0,5.4,1.7,0.0,14.7,18.4,118.0,106.0,9.2,-0.5
16,2022-11-15,31-210,NYK,L (-7),,Kelly Olynyk  ,UTA,1.0,28.616666666666667,7.0,13.0,2.0,5.0,11.0,13.0,2.0,9.0,11.0,2.0,1.0,0.0,3.0,5.0,27.0,-7.0,0.721,0.615,7.5,32.1,20.1,13.8,1.7,0.0,13.8,31.4,133.0,113.0,21.4,6.7
17,2022-11-18,31-213,PHO,W (+1),,Kelly Olynyk  ,UTA,1.0,19.933333333333334,2.0,5.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,0.0,4.0,5.0,5.0,19.0,0.46,0.4,5.9,19.5,12.3,10.4,2.3,0.0,42.4,19.3,71.0,125.0,0.3,-14.1
18,2022-11-19,31-214,POR,W (+5),@,Kelly Olynyk  ,UTA,1.0,31.0,2.0,6.0,1.0,3.0,0.0,0.0,2.0,4.0,6.0,4.0,0.0,3.0,1.0,3.0,5.0,7.0,0.417,0.417,7.0,15.1,10.9,15.9,0.0,11.3,14.3,9.5,111.0,112.0,6.9,0.5
19,2022-11-21,31-216,LAC,L (-7),@,Kelly Olynyk  ,UTA,1.0,31.633333333333333,6.0,7.0,3.0,3.0,4.0,4.0,3.0,4.0,7.0,4.0,2.0,0.0,1.0,4.0,19.0,-4.0,1.084,1.071,10.1,14.8,12.4,19.6,3.1,0.0,10.2,12.7,199.0,120.0,22.0,13.7
20,2022-11-23,31-218,DET,L (-9),,Kelly Olynyk  ,UTA,1.0,35.13333333333333,4.0,7.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,6.0,2.0,1.0,0.0,2.0,8.0,1.0,0.571,0.571,3.7,7.0,5.4,23.1,2.8,2.1,0.0,9.0,149.0,126.0,12.1,1.6
21,2022-11-25,31-220,GSW,L (-11),@,Kelly Olynyk  ,UTA,1.0,33.13333333333333,9.0,13.0,3.0,6.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,21.0,-19.0,0.808,0.808,6.0,6.7,6.4,4.4,1.4,5.2,7.1,17.3,150.0,130.0,18.4,5.3
22,2022-11-26,31-221,PHO,L (-1),@,Kelly Olynyk  ,UTA,1.0,33.416666666666664,3.0,7.0,1.0,4.0,3.0,4.0,1.0,5.0,6.0,3.0,2.0,1.0,0.0,3.0,10.0,6.0,0.571,0.5,3.8,14.4,9.8,12.1,3.1,2.1,0.0,12.3,137.0,117.0,11.7,3.9
1,2022-10-19,25-247,MIN,L (-7),@,Eugene Omoruyi  ,OKC,0.0,14.566666666666666,1.0,5.0,0.0,2.0,2.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,5.0,4.0,13.0,0.34,0.2,17.3,6.0,11.8,0.0,0.0,0.0,14.5,18.6,85.0,116.0,0.3,-16.5
2,2022-10-22,25-250,DEN,L (-5),@,Eugene Omoruyi  ,OKC,0.0,3.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,200.0,121.0,0.9,-7.6
3,2022-10-23,25-251,MIN,L (-10),,Eugene Omoruyi  ,OKC,0.0,11.883333333333333,5.0,7.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,13.0,5.0,0.781,0.786,7.6,18.8,12.6,19.4,0.0,0.0,0.0,29.4,155.0,118.0,10.9,14.0
4,2022-10-29,25-257,DAL,W (+6),@,Eugene Omoruyi  ,OKC,0.0,9.233333333333333,0.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,-8.0,0.362,0.0,12.5,11.5,12.0,0.0,0.0,0.0,26.6,18.3,72.0,108.0,-0.7,-17.5
5,2022-11-05,25-264,MIL,L (-14),@,Eugene Omoruyi  ,OKC,0.0,2.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2,0.0,126.0,-1.4,-38.8
6,2022-11-11,25-270,TOR,W (+19),,Eugene Omoruyi  ,OKC,0.0,27.0,8.0,10.0,5.0,6.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,2.0,5.0,22.0,12.0,1.011,1.05,0.0,12.4,6.4,4.7,1.7,0.0,15.5,19.2,155.0,114.0,16.4,8.5
7,2022-11-21,25-280,NYK,L (-10),,Eugene Omoruyi  ,OKC,0.0,14.5,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,6.0,0.333,0.333,0.0,0.0,0.0,0.0,3.2,0.0,25.0,11.4,50.0,126.0,-0.5,-13.7
8,2022-11-23,25-282,DEN,L (-5),,Eugene Omoruyi  ,OKC,0.0,12.033333333333333,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,-13.0,0.25,0.25,8.8,10.0,9.4,0.0,4.3,0.0,0.0,14.9,73.0,122.0,0.8,-12.5
1,2022-10-19,25-247,MIN,L (-7),@,Eugene Omoruyi  ,OKC,0.0,14.566666666666666,1.0,5.0,0.0,2.0,2.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,5.0,4.0,13.0,0.34,0.2,17.3,6.0,11.8,0.0,0.0,0.0,14.5,18.6,85.0,116.0,0.3,-16.5
2,2022-10-22,25-250,DEN,L (-5),@,Eugene Omoruyi  ,OKC,0.0,3.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,200.0,121.0,0.9,-7.6
3,2022-10-23,25-251,MIN,L (-10),,Eugene Omoruyi  ,OKC,0.0,11.883333333333333,5.0,7.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,13.0,5.0,0.781,0.786,7.6,18.8,12.6,19.4,0.0,0.0,0.0,29.4,155.0,118.0,10.9,14.0
4,2022-10-29,25-257,DAL,W (+6),@,Eugene Omoruyi  ,OKC,0.0,9.233333333333333,0.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,-8.0,0.362,0.0,12.5,11.5,12.0,0.0,0.0,0.0,26.6,18.3,72.0,108.0,-0.7,-17.5
5,2022-11-05,25-264,MIL,L (-14),@,Eugene Omoruyi  ,OKC,0.0,2.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2,0.0,126.0,-1.4,-38.8
6,2022-11-11,25-270,TOR,W (+19),,Eugene Omoruyi  ,OKC,0.0,27.0,8.0,10.0,5.0,6.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,2.0,5.0,22.0,12.0,1.011,1.05,0.0,12.4,6.4,4.7,1.7,0.0,15.5,19.2,155.0,114.0,16.4,8.5
7,2022-11-21,25-280,NYK,L (-10),,Eugene Omoruyi  ,OKC,0.0,14.5,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,6.0,0.333,0.333,0.0,0.0,0.0,0.0,3.2,0.0,25.0,11.4,50.0,126.0,-0.5,-13.7
8,2022-11-23,25-282,DEN,L (-5),,Eugene Omoruyi  ,OKC,0.0,12.033333333333333,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,-13.0,0.25,0.25,8.8,10.0,9.4,0.0,4.3,0.0,0.0,14.9,73.0,122.0,0.8,-12.5
1,2022-10-19,26-314,SAS,W (+27),@,Kelly Oubre Jr.  ,CHO,1.0,22.633333333333333,5.0,10.0,1.0,3.0,2.0,3.0,0.0,4.0,4.0,2.0,3.0,0.0,0.0,4.0,13.0,36.0,0.574,0.55,0.0,16.6,8.9,11.3,6.1,0.0,0.0,20.2,131.0,89.0,11.6,3.7
2,2022-10-21,26-316,NOP,L (-12),,Kelly Oubre Jr.  ,CHO,1.0,30.2,6.0,13.0,2.0,6.0,1.0,2.0,1.0,3.0,4.0,0.0,3.0,0.0,2.0,4.0,15.0,-24.0,0.54,0.538,3.2,11.6,7.1,0.0,4.7,0.0,12.6,21.7,93.0,117.0,8.9,-4.1
3,2022-10-23,26-318,ATL,W (+17),@,Kelly Oubre Jr.  ,CHO,1.0,32.5,9.0,20.0,3.0,6.0,3.0,3.0,2.0,8.0,10.0,0.0,1.0,0.0,1.0,4.0,24.0,12.0,0.563,0.525,6.9,21.9,15.2,0.0,1.5,0.0,4.5,28.4,119.0,106.0,15.8,-2.0
4,2022-10-26,26-321,NYK,L (-3),@,Kelly Oubre Jr.  ,CHO,1.0,35.2,7.0,18.0,1.0,6.0,2.0,3.0,1.0,4.0,5.0,0.0,2.0,1.0,2.0,5.0,17.0,-10.0,0.44,0.417,3.5,13.4,8.6,0.0,2.7,2.2,9.4,25.2,83.0,118.0,7.4,-9.7
5,2022-10-28,26-323,ORL,L (-20),@,Kelly Oubre Jr.  ,CHO,1.0,21.85,4.0,16.0,2.0,10.0,2.0,4.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,12.0,-13.0,0.338,0.313,8.3,10.5,9.2,9.1,0.0,0.0,5.3,37.3,73.0,116.0,2.9,-9.9
6,2022-10-29,26-324,GSW,W (+7),,Kelly Oubre Jr.  ,CHO,1.0,38.266666666666666,7.0,18.0,3.0,7.0,1.0,2.0,1.0,4.0,5.0,5.0,0.0,1.0,0.0,0.0,18.0,10.0,0.477,0.472,2.6,11.1,6.7,20.8,0.0,2.5,0.0,20.8,111.0,109.0,13.9,3.4
7,2022-10-31,26-326,SAC,L (-7),,Kelly Oubre Jr.  ,CHO,1.0,25.016666666666666,6.0,13.0,4.0,8.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,2.0,2.0,16.0,-10.0,0.615,0.615,0.0,18.3,9.6,12.2,1.9,0.0,13.3,26.1,101.0,114.0,10.1,-0.6
8,2022-11-02,26-328,CHI,L (-18),@,Kelly Oubre Jr.  ,CHO,1.0,30.033333333333335,9.0,17.0,5.0,11.0,1.0,2.0,1.0,4.0,5.0,1.0,2.0,1.0,0.0,2.0,24.0,-10.0,0.671,0.676,3.0,14.2,8.2,7.4,3.2,2.8,0.0,24.8,133.0,105.0,19.8,13.8
9,2022-11-04,26-330,MEM,L (-31),@,Kelly Oubre Jr.  ,CHO,1.0,24.6,5.0,12.0,2.0,5.0,5.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,17.0,-40.0,0.581,0.5,0.0,4.2,1.9,8.4,3.8,0.0,12.0,27.6,104.0,126.0,10.0,-1.4
10,2022-11-05,26-331,BRK,L (-4),,Kelly Oubre Jr.  ,CHO,1.0,31.1,5.0,14.0,4.0,11.0,4.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,18.0,-14.0,0.527,0.5,0.0,3.4,1.7,0.0,0.0,0.0,5.5,25.1,104.0,113.0,6.3,-4.3
11,2022-11-07,26-333,WAS,L (-8),,Kelly Oubre Jr.  ,CHO,1.0,28.716666666666665,8.0,20.0,1.0,7.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,20.0,-3.0,0.469,0.425,0.0,4.4,1.8,0.0,0.0,0.0,4.5,31.6,97.0,119.0,6.5,-9.0
12,2022-11-09,26-335,POR,L (-10),,Kelly Oubre Jr.  ,CHO,1.0,35.88333333333333,5.0,19.0,1.0,11.0,5.0,7.0,4.0,4.0,8.0,3.0,1.0,0.0,1.0,2.0,16.0,-4.0,0.362,0.289,9.4,17.8,12.3,14.7,1.5,0.0,4.3,27.4,94.0,118.0,9.2,-5.3
13,2022-11-10,26-336,MIA,L (-5),@,Kelly Oubre Jr.  ,CHO,1.0,38.733333333333334,11.0,20.0,7.0,13.0,0.0,0.0,0.0,7.0,7.0,2.0,2.0,1.0,3.0,5.0,29.0,2.0,0.725,0.725,0.0,19.2,10.9,9.8,2.6,2.5,13.0,26.9,121.0,105.0,20.6,10.9
14,2022-11-12,26-338,MIA,L (-17),@,Kelly Oubre Jr.  ,CHO,1.0,33.75,8.0,16.0,2.0,5.0,2.0,3.0,1.0,7.0,8.0,1.0,0.0,1.0,1.0,1.0,20.0,-22.0,0.577,0.563,3.5,23.7,13.7,4.1,0.0,2.7,5.5,23.9,109.0,127.0,14.4,-1.6
15,2022-11-14,26-340,ORL,W (+7),@,Kelly Oubre Jr.  ,CHO,1.0,33.81666666666667,5.0,18.0,0.0,6.0,6.0,8.0,3.0,2.0,5.0,0.0,6.0,0.0,1.0,4.0,16.0,17.0,0.372,0.278,10.6,6.3,8.3,0.0,9.2,0.0,4.4,28.9,92.0,104.0,10.7,-6.1
16,2022-11-16,26-342,IND,L (-12),,Kelly Oubre Jr.  ,CHO,1.0,35.516666666666666,8.0,21.0,1.0,7.0,0.0,0.0,7.0,6.0,13.0,2.0,2.0,0.0,1.0,4.0,17.0,-11.0,0.405,0.405,23.1,21.9,22.5,8.4,2.7,0.0,4.5,25.0,104.0,124.0,13.0,-4.7
17,2022-11-18,26-344,CLE,L (-10),@,Kelly Oubre Jr.  ,CHO,1.0,38.75,12.0,21.0,5.0,9.0,5.0,5.0,1.0,2.0,3.0,0.0,3.0,0.0,2.0,6.0,34.0,6.0,0.733,0.69,2.5,7.0,4.4,0.0,3.9,0.0,7.9,28.0,135.0,113.0,24.0,10.7
