Name,Week,Tm,FPoints
Russell Westbrook  ,3.0,LAL,93
Ryan Arcidiacono  ,0.0,NYK,0
Ryan Arcidiacono  ,3.0,NYK,3
Ryan Rollins  ,0.0,GSW,1
Ryan Rollins  ,1.0,GSW,-1
Ryan Rollins  ,2.0,GSW,2
Ryan Rollins  ,4.0,GSW,6
Saddiq Bey  ,0.0,DET,75
Saddiq Bey  ,1.0,DET,53
Saddiq Bey  ,2.0,DET,52
Saddiq Bey  ,3.0,DET,55
Saddiq Bey  ,4.0,DET,11
Sam Hauser  ,0.0,BOS,21
Sam Hauser  ,1.0,BOS,28
Sam Hauser  ,2.0,BOS,34
Sam Hauser  ,3.0,BOS,46
Sam Hauser  ,4.0,BOS,7
Sandro Mamukelashvili  ,0.0,MIL,-1
Sandro Mamukelashvili  ,3.0,MIL,6
Sandro Mamukelashvili  ,4.0,MIL,3
Santi Aldama  ,0.0,MEM,56
Santi Aldama  ,1.0,MEM,37
Santi Aldama  ,2.0,MEM,51
Santi Aldama  ,3.0,MEM,66
Santi Aldama  ,4.0,MEM,14
Scottie Barnes  ,0.0,TOR,49
Scottie Barnes  ,1.0,TOR,52
Scottie Barnes  ,2.0,TOR,113
Scottie Barnes  ,3.0,TOR,50
Scottie Barnes  ,4.0,TOR,11
Serge Ibaka  ,0.0,MIL,39
Serge Ibaka  ,1.0,MIL,18
Serge Ibaka  ,2.0,MIL,48
Serge Ibaka  ,3.0,MIL,84
Serge Ibaka  ,4.0,MIL,24
Seth Curry  ,1.0,BRK,5
Seth Curry  ,2.0,BRK,0
Seth Curry  ,3.0,BRK,52
Seth Curry  ,4.0,BRK,12
Shaedon Sharpe  ,0.0,POR,20
Shaedon Sharpe  ,1.0,POR,37
Shaedon Sharpe  ,2.0,POR,23
Shaedon Sharpe  ,3.0,POR,30
Shaedon Sharpe  ,4.0,POR,15
Shai Gilgeous-Alexander  ,0.0,OKC,59
Shai Gilgeous-Alexander  ,1.0,OKC,106
Shai Gilgeous-Alexander  ,2.0,OKC,87
Shai Gilgeous-Alexander  ,3.0,OKC,135
Shai Gilgeous-Alexander  ,4.0,OKC,37
Shake Milton  ,1.0,PHI,20
Shake Milton  ,2.0,PHI,18
Shake Milton  ,3.0,PHI,46
Simone Fontecchio  ,0.0,UTA,0
Simone Fontecchio  ,1.0,UTA,12
Simone Fontecchio  ,2.0,UTA,0
Simone Fontecchio  ,3.0,UTA,0
Simone Fontecchio  ,4.0,UTA,15
Spencer Dinwiddie  ,0.0,DAL,29
Spencer Dinwiddie  ,1.0,DAL,76
Spencer Dinwiddie  ,2.0,DAL,47
Spencer Dinwiddie  ,3.0,DAL,113
Spencer Dinwiddie  ,4.0,DAL,17
Stephen Curry  ,0.0,GSW,107
Stephen Curry  ,1.0,GSW,147
Stephen Curry  ,2.0,GSW,102
Stephen Curry  ,3.0,GSW,135
Stephen Curry  ,4.0,GSW,23
Steven Adams  ,0.0,MEM,38
Steven Adams  ,1.0,MEM,53
Steven Adams  ,2.0,MEM,90
Steven Adams  ,3.0,MEM,62
Steven Adams  ,4.0,MEM,3
Svi Mykhailiuk  ,0.0,NYK,12
Svi Mykhailiuk  ,3.0,NYK,12
T.J. McConnell  ,0.0,IND,20
T.J. McConnell  ,1.0,IND,5
T.J. McConnell  ,2.0,IND,18
T.J. McConnell  ,3.0,IND,24
Taj Gibson  ,1.0,WAS,7
Taj Gibson  ,2.0,WAS,10
Taj Gibson  ,3.0,WAS,2
Talen Horton-Tucker  ,0.0,UTA,17
Talen Horton-Tucker  ,1.0,UTA,40
Talen Horton-Tucker  ,2.0,UTA,28
Talen Horton-Tucker  ,3.0,UTA,63
Talen Horton-Tucker  ,4.0,UTA,8
Tari Eason  ,0.0,HOU,40
Tari Eason  ,1.0,HOU,38
Tari Eason  ,2.0,HOU,38
Tari Eason  ,3.0,HOU,40
Tari Eason  ,4.0,HOU,12
Terance Mann  ,0.0,LAC,18
Terance Mann  ,1.0,LAC,27
Terance Mann  ,2.0,LAC,30
Terance Mann  ,3.0,LAC,38
Terance Mann  ,4.0,LAC,23
Terrence Ross  ,0.0,ORL,63
Terrence Ross  ,1.0,ORL,31
Terrence Ross  ,2.0,ORL,0
Terrence Ross  ,3.0,ORL,40
Terrence Ross  ,4.0,ORL,2
Terry Rozier  ,0.0,CHO,180
Terry Rozier  ,2.0,CHO,66
Terry Rozier  ,3.0,CHO,207
Terry Rozier  ,4.0,CHO,48
Terry Taylor  ,0.0,IND,27
Terry Taylor  ,1.0,IND,5
Terry Taylor  ,3.0,IND,-1
Thaddeus Young  ,0.0,TOR,10
Thaddeus Young  ,1.0,TOR,1
Thaddeus Young  ,2.0,TOR,21
Thaddeus Young  ,3.0,TOR,35
Thaddeus Young  ,4.0,TOR,17
Thanasis Antetokounmpo  ,0.0,MIL,0
Thanasis Antetokounmpo  ,2.0,MIL,3
Thanasis Antetokounmpo  ,3.0,MIL,2
Thanasis Antetokounmpo  ,4.0,MIL,0
Theo Maledon  ,0.0,CHO,11
Theo Maledon  ,1.0,CHO,36
Theo Maledon  ,2.0,CHO,21
Theo Maledon  ,3.0,CHO,19
Theo Maledon  ,4.0,CHO,22
Theo Pinson  ,0.0,DAL,10
Theo Pinson  ,3.0,DAL,0
Tobias Harris  ,0.0,PHI,54
Tobias Harris  ,1.0,PHI,80
Tobias Harris  ,2.0,PHI,80
Tobias Harris  ,3.0,PHI,66
Tony Bradley  ,0.0,CHI,1
Tony Bradley  ,1.0,CHI,1
Tony Bradley  ,3.0,CHI,4
Torrey Craig  ,0.0,PHO,48
Torrey Craig  ,1.0,PHO,70
Torrey Craig  ,2.0,PHO,70
Torrey Craig  ,3.0,PHO,46
Torrey Craig  ,4.0,PHO,32
Trae Young  ,0.0,ATL,166
Trae Young  ,1.0,ATL,238
Trae Young  ,2.0,ATL,116
Trae Young  ,3.0,ATL,130
Trae Young  ,4.0,ATL,44
Tre Jones  ,0.0,SAS,52
Tre Jones  ,1.0,SAS,56
Tre Jones  ,2.0,SAS,44
Tre Jones  ,3.0,SAS,73
Tre Jones  ,4.0,SAS,12
Tre Mann  ,0.0,OKC,33
Tre Mann  ,1.0,OKC,44
Tre Mann  ,2.0,OKC,21
Tre Mann  ,3.0,OKC,51
Trendon Watford  ,2.0,POR,8
Trendon Watford  ,3.0,POR,33
Trendon Watford  ,4.0,POR,6
Trent Forrest  ,0.0,ATL,2
Trent Forrest  ,1.0,ATL,0
Trent Forrest  ,2.0,ATL,2
Trent Forrest  ,3.0,ATL,0
Trevor Hudgins  ,0.0,HOU,4
Trevor Keels  ,0.0,NYK,0
Trey Lyles  ,0.0,SAC,9
Trey Lyles  ,1.0,SAC,13
Trey Lyles  ,2.0,SAC,35
Trey Lyles  ,3.0,SAC,17
Trey Lyles  ,4.0,SAC,8
Trey Murphy III  ,0.0,NOP,60
Trey Murphy III  ,1.0,NOP,63
Trey Murphy III  ,2.0,NOP,35
Trey Murphy III  ,3.0,NOP,44
Trey Murphy III  ,4.0,NOP,15
Troy Brown Jr.  ,0.0,LAL,10
Troy Brown Jr.  ,1.0,LAL,70
Troy Brown Jr.  ,2.0,LAL,100
Troy Brown Jr.  ,3.0,LAL,92
Ty Jerome  ,1.0,GSW,23
Ty Jerome  ,2.0,GSW,39
Ty Jerome  ,3.0,GSW,1
Tyler Dorsey  ,0.0,DAL,12
Tyler Herro  ,0.0,MIA,76
Tyler Herro  ,1.0,MIA,82
Tyler Herro  ,2.0,MIA,69
Tyrese Haliburton  ,0.0,IND,420
Tyrese Haliburton  ,1.0,IND,548
Tyrese Haliburton  ,2.0,IND,188
Tyrese Haliburton  ,3.0,IND,392
Tyrese Martin  ,0.0,ATL,2
Tyrese Martin  ,1.0,ATL,3
Tyrese Martin  ,2.0,ATL,3
Tyrese Martin  ,3.0,ATL,0
Tyrese Martin  ,4.0,ATL,0
Tyrese Maxey  ,0.0,PHI,49
Tyrese Maxey  ,1.0,PHI,112
Tyrese Maxey  ,2.0,PHI,78
Tyrese Maxey  ,3.0,PHI,59
Tyus Jones  ,0.0,MEM,38
Tyus Jones  ,1.0,MEM,56
Tyus Jones  ,2.0,MEM,34
Tyus Jones  ,3.0,MEM,41
Tyus Jones  ,4.0,MEM,5
Udoka Azubuike  ,1.0,UTA,7
Udoka Azubuike  ,2.0,UTA,3
Udoka Azubuike  ,3.0,UTA,11
Udonis Haslem  ,1.0,MIA,3
Usman Garuba  ,0.0,HOU,34
Usman Garuba  ,1.0,HOU,42
Usman Garuba  ,2.0,HOU,56
Usman Garuba  ,3.0,HOU,68
Usman Garuba  ,4.0,HOU,26
Vernon Carey Jr.  ,1.0,WAS,0
Vernon Carey Jr.  ,3.0,WAS,0
Vince Williams Jr.  ,0.0,MEM,-6
Vince Williams Jr.  ,2.0,MEM,21
Vit Krejci  ,0.0,ATL,1
Vit Krejci  ,1.0,ATL,0
Vit Krejci  ,2.0,ATL,6
Vit Krejci  ,3.0,ATL,4
Vit Krejci  ,4.0,ATL,0
Vlatko Cancar  ,0.0,DEN,-1
Vlatko Cancar  ,1.0,DEN,-1
Vlatko Cancar  ,2.0,DEN,6
Vlatko Cancar  ,3.0,DEN,3
Walker Kessler  ,0.0,UTA,54
Walker Kessler  ,1.0,UTA,5
Walker Kessler  ,2.0,UTA,24
Walker Kessler  ,3.0,UTA,50
Walker Kessler  ,4.0,UTA,16
Wendell Carter Jr.  ,0.0,ORL,66
Wendell Carter Jr.  ,1.0,ORL,80
Wendell Carter Jr.  ,2.0,ORL,94
Wendell Carter Jr.  ,3.0,ORL,75
Wendell Carter Jr.  ,4.0,ORL,27
Wendell Moore Jr.  ,0.0,MIN,-2
Wenyen Gabriel  ,0.0,LAL,-1
Wenyen Gabriel  ,1.0,LAL,20
Wenyen Gabriel  ,2.0,LAL,24
Wenyen Gabriel  ,3.0,LAL,36
Will Barton  ,0.0,WAS,28
Will Barton  ,1.0,WAS,38
Will Barton  ,2.0,WAS,41
Will Barton  ,3.0,WAS,41
Willy Hernangomez  ,0.0,NOP,5
Willy Hernangomez  ,1.0,NOP,4
Willy Hernangomez  ,3.0,NOP,6
Xavier Tillman Sr.  ,0.0,MEM,18
Xavier Tillman Sr.  ,1.0,MEM,5
Xavier Tillman Sr.  ,2.0,MEM,7
Xavier Tillman Sr.  ,3.0,MEM,6
Yuta Watanabe  ,0.0,BRK,-3
Yuta Watanabe  ,1.0,BRK,26
Yuta Watanabe  ,2.0,BRK,61
Yuta Watanabe  ,3.0,BRK,18
Yuta Watanabe  ,4.0,BRK,12
Zach Collins  ,0.0,SAS,26
Zach Collins  ,1.0,SAS,64
Zach Collins  ,2.0,SAS,28
Zach LaVine  ,0.0,CHI,25
Zach LaVine  ,1.0,CHI,60
Zach LaVine  ,2.0,CHI,62
Zach LaVine  ,3.0,CHI,72
Zeke Nnaji  ,0.0,DEN,2
Zeke Nnaji  ,1.0,DEN,3
Zeke Nnaji  ,2.0,DEN,7
Zeke Nnaji  ,3.0,DEN,5
Zion Williamson  ,0.0,NOP,177
Zion Williamson  ,1.0,NOP,108
Zion Williamson  ,2.0,NOP,174
Zion Williamson  ,3.0,NOP,339
